rho_active,cross_scale,rho_cross,theta_raw,theta_bin,safe_raw,safe_bin,delta_theta,delta_safe,raw_over_one,rect_over_one
-0.2,0.95,-0.300416377715996,2.9951203143515364,1.25048506099679,0.0,0.0,-1.7446352533547465,0.0,True,True
-0.15,0.2,-0.07416198487095664,0.5157208321519308,0.25233261757342906,1.0,1.0,-0.2633882145785017,0.0,False,False
-0.15,0.25,-0.09270248108869579,0.6545478627184815,0.29219475474172524,1.0,1.0,-0.3623531079767563,0.0,False,False
-0.15,0.3,-0.11124297730643494,0.7936402401924013,0.36035316206132334,1.0,1.0,-0.433287078131078,0.0,False,False
-0.15,0.35,-0.1297834735241741,0.9328303796855466,0.44049373164077626,1.0,1.0,-0.49233664804477034,0.0,False,False
-0.15,0.4,-0.14832396974191328,1.071493037034291,0.5216718996204915,0.0,1.0,-0.5498211374137995,1.0,True,False
-0.15,0.45,-0.16686446595965243,1.2290268207972155,0.602747461829335,0.0,1.0,-0.6262793589678805,1.0,True,False
-0.15,0.5,-0.18540496217739158,1.3623436100838318,0.6654466814835255,0.0,1.0,-0.6968969286003063,1.0,True,False
-0.15,0.55,-0.20394545839513076,1.495314861809151,0.7331161398882328,0.0,1.0,-0.7621987219209182,1.0,True,False
-0.15,0.6,-0.22248595461286988,1.6287276163294804,0.807822816317252,0.0,1.0,-0.8209048000122284,1.0,True,False
-0.15,0.65,-0.24102645083060906,1.7623810625421914,0.8594430472322561,0.0,1.0,-0.9029380153099353,1.0,True,False
-0.15,0.7,-0.2595669470483482,1.893599084653875,0.9484929748878592,0.0,1.0,-0.9451061097660158,1.0,True,False
-0.15,0.75,-0.2781074432660874,2.0260580535691664,0.9953356691150405,0.0,0.6666666666666666,-1.0307223844541258,0.6666666666666666,True,False
-0.15,0.8,-0.29664793948382656,2.158225443292091,1.0691256588469626,0.0,0.0,-1.0890997844451282,0.0,True,True
-0.15,0.85,-0.3151884357015657,2.290401507125654,1.1484258561900702,0.0,0.0,-1.1419756509355838,0.0,True,True
-0.15,0.9,-0.33372893191930486,2.422463363102687,1.2184724379619414,0.0,0.0,-1.2039909251407457,0.0,True,True
-0.15,0.95,-0.352269428137044,2.5546105745462238,1.2633577923643737,0.0,0.0,-1.29125278218185,0.0,True,True
-0.1,0.2,-0.08366600265340757,0.4609406910164678,0.2335944555503906,1.0,1.0,-0.22734623546607718,0.0,False,False
-0.1,0.25,-0.10458250331675945,0.6146928316276066,0.3340843957187776,1.0,1.0,-0.28060843590882895,0.0,False,False
-0.1,0.3,-0.12549900398011132,0.7337907769108728,0.3801924677918426,1.0,1.0,-0.3535983091190302,0.0,False,False
-0.1,0.35,-0.1464155046434632,0.8524124931285414,0.45898671803396174,1.0,1.0,-0.39342577509457966,0.0,False,False
-0.1,0.4,-0.16733200530681513,0.9709486477413031,0.5360935353429441,1.0,1.0,-0.43485511239835895,0.0,False,False
-0.1,0.45,-0.188248505970167,1.0883834422737808,0.5835065585017499,0.0,1.0,-0.5048768837720309,1.0,True,False
-0.1,0.5,-0.2091650066335189,1.2071477643773096,0.6763849586689633,0.0,1.0,-0.5307628057083463,1.0,True,False
