c_value,log10_c,mean_delta_j,std_delta_j,median_delta_j,p05_delta_j,p95_delta_j,positive_fraction,mean_delta_tpr,mean_delta_tnr,mean_raw_nonzero,mean_rect_nonzero,seed_2345_delta_j
0.1648044642797896,-0.7830310281618491,0.10806223479490804,0.06075183740400411,0.1190476190476188,0.0076190476190474,0.2038095238095236,0.9603960396039604,0.008580858085808577,0.09948137670909944,11.732673267326733,8.069306930693068,0.1352380952380953
0.1653693718282441,-0.7815449233065173,0.1085337105139085,0.060649383916663364,0.119047619047619,0.0076190476190474,0.2038095238095236,0.9603960396039604,0.008580858085808577,0.09995285242809991,11.752475247524753,8.069306930693068,0.1352380952380953
0.1753594952976441,-0.7560707131373512,0.11018387553041015,0.062270530051635985,0.119047619047619,0.0,0.1980952380952381,0.9405940594059405,0.008580858085808577,0.10160301744460158,12.326732673267326,8.158415841584159,0.1352380952380953
0.1765404805249506,-0.7531556956423562,0.1104479019330504,0.06222837836423248,0.119047619047619,0.0,0.1980952380952381,0.9405940594059405,0.00884488448844884,0.10160301744460158,12.396039603960396,8.178217821782178,0.1352380952380953
0.1998634077852887,-0.6992667118930118,0.11657708628005654,0.06414314748303813,0.1238095238095235,0.0,0.2142857142857139,0.9405940594059405,0.008844884488448843,0.1077322017916077,13.455445544554456,8.277227722772277,0.1485714285714285
0.2001342062287997,-0.6986786769469426,0.11668081093823664,0.06415437926157375,0.1238095238095235,0.0,0.2142857142857139,0.9405940594059405,0.00871287128712871,0.10796793965110793,13.465346534653465,8.287128712871286,0.1485714285714285
0.2106648601704219,-0.6764079005894033,0.12098066949552094,0.06400970100024996,0.1323809523809522,0.0104761904761903,0.2142857142857139,0.9504950495049505,0.009240924092409236,0.11173974540311171,13.831683168316832,8.326732673267326,0.1485714285714285
0.2673088310781669,-0.5729866932256429,0.12346063177746341,0.0616449820704255,0.1247619047619048,0.0,0.2171428571428573,0.9405940594059405,0.008184818481848181,0.11527581329561523,15.336633663366337,8.514851485148515,0.1723809523809525
0.2715581955282939,-0.5661370858229096,0.12463932107496459,0.06174332993308721,0.1266666666666664,0.0,0.2171428571428573,0.9405940594059405,0.008184818481848181,0.1164545025931164,15.435643564356436,8.544554455445544,0.1723809523809525
0.292043384718141,-0.5345526268252332,0.12479019330504472,0.06290437697810128,0.1323809523809525,0.020952380952381,0.2276190476190476,0.9603960396039604,0.00739273927392739,0.11739745403111737,15.821782178217822,8.613861386138614,0.1590476190476191
0.314891164795686,-0.50183952461055,0.12252710985384248,0.0609595882113273,0.1266666666666664,0.0104761904761905,0.2142857142857142,0.9603960396039604,0.006072607260726074,0.11645450259311643,16.386138613861387,8.623762376237623,0.1590476190476191
0.3586816498627547,-0.4452908412420719,0.12399811409712397,0.06188190344302661,0.1295238095238096,0.0133333333333334,0.2142857142857142,0.9603960396039604,0.006600660066006602,0.11739745403111737,17.138613861386137,8.742574257425742,0.1590476190476191
0.5130551760589832,-0.2898359265658015,0.12425271098538422,0.06260056788429699,0.1247619047619048,0.0104761904761905,0.2142857142857142,0.9603960396039604,0.0023762376237623796,0.12187647336162184,19.534653465346533,8.851485148514852,0.1723809523809525
0.5342937261279772,-0.2722199254315369,0.12314945780292313,0.06163703904184513,0.1247619047619048,0.0047619047619047,0.2038095238095238,0.9603960396039604,0.001980198019801984,0.12116925978312114,19.77227722772277,8.851485148514852,0.1723809523809525
0.5762487216478598,-0.2393900250415947,0.12251768033946249,0.061412339554732596,0.1219047619047621,0.0047619047619047,0.2142857142857142,0.9504950495049505,0.0015841584158415888,0.1209335219236209,20.237623762376238,8.841584158415841,0.1961904761904764
